Nome;Partido;UF;Tipo_de_Despesa;Valor
TED CONTI;PSB;ES;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  50376,36
TED CONTI;PSB;ES;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  40925
TED CONTI;PSB;ES;EMISSÃO BILHETE AÉREO;R$  32913,66
TED CONTI;PSB;ES;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  30800
TED CONTI;PSB;ES;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  22500
TED CONTI;PSB;ES;COMBUSTÍVEIS E LUBRIFICANTES.;R$  9390,68
TED CONTI;PSB;ES;PASSAGENS AÉREAS;R$  2540,7
TED CONTI;PSB;ES;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1417,43
TED CONTI;PSB;ES;TELEFONIA;R$  1342,01
TED CONTI;PSB;ES;SERVIÇOS POSTAIS;R$  890,89
TED CONTI;PSB;ES;ASSINATURA DE PUBLICAÇÕES;R$  647,1
TED CONTI;PSB;ES;Total;R$  193743,83
SCHIAVINATO;PP;PR;EMISSÃO BILHETE AÉREO;R$  69984,88
SCHIAVINATO;PP;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  41789,97
SCHIAVINATO;PP;PR;COMBUSTÍVEIS E LUBRIFICANTES.;R$  26357,81
SCHIAVINATO;PP;PR;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  23030
SCHIAVINATO;PP;PR;TELEFONIA;R$  7658,56
SCHIAVINATO;PP;PR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  6949,35
SCHIAVINATO;PP;PR;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  6702,27
SCHIAVINATO;PP;PR;SERVIÇOS POSTAIS;R$  5990,4
SCHIAVINATO;PP;PR;PASSAGENS AÉREAS;R$  3292,48
SCHIAVINATO;PP;PR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1537,07
SCHIAVINATO;PP;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  230
SCHIAVINATO;PP;PR;Total;R$  193522,79
MÁRCIO JERRY;PCdoB;MA;EMISSÃO BILHETE AÉREO;R$  81784,52
MÁRCIO JERRY;PCdoB;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  60000
MÁRCIO JERRY;PCdoB;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  18491,06
MÁRCIO JERRY;PCdoB;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  12302,85
MÁRCIO JERRY;PCdoB;MA;SERVIÇOS POSTAIS;R$  5717,69
MÁRCIO JERRY;PCdoB;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  4354,23
MÁRCIO JERRY;PCdoB;MA;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  2806,76
MÁRCIO JERRY;PCdoB;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  2200,81
MÁRCIO JERRY;PCdoB;MA;TELEFONIA;R$  1653,7
MÁRCIO JERRY;PCdoB;MA;PASSAGENS AÉREAS;R$  1523,39
MÁRCIO JERRY;PCdoB;MA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1203,79
MÁRCIO JERRY;PCdoB;MA;Total;R$  192038,8
JUNIOR LOURENÇO;PL;MA;EMISSÃO BILHETE AÉREO;R$  51296,66
JUNIOR LOURENÇO;PL;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  45000
JUNIOR LOURENÇO;PL;MA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  32521,45
JUNIOR LOURENÇO;PL;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  29155,8
JUNIOR LOURENÇO;PL;MA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  26000
JUNIOR LOURENÇO;PL;MA;TELEFONIA;R$  5497,3
JUNIOR LOURENÇO;PL;MA;SERVIÇOS POSTAIS;R$  1463,92
JUNIOR LOURENÇO;PL;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  530
JUNIOR LOURENÇO;PL;MA;Total;R$  191465,13
JOENIA WAPICHANA;REDE;RR;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  61195
JOENIA WAPICHANA;REDE;RR;EMISSÃO BILHETE AÉREO;R$  54966,52
JOENIA WAPICHANA;REDE;RR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  42814,72
JOENIA WAPICHANA;REDE;RR;COMBUSTÍVEIS E LUBRIFICANTES.;R$  17077,2
JOENIA WAPICHANA;REDE;RR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  4571,1
JOENIA WAPICHANA;REDE;RR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  4026,98
JOENIA WAPICHANA;REDE;RR;TELEFONIA;R$  2134,63
JOENIA WAPICHANA;REDE;RR;PASSAGENS AÉREAS;R$  1711,78
JOENIA WAPICHANA;REDE;RR;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  750
JOENIA WAPICHANA;REDE;RR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  597,57
JOENIA WAPICHANA;REDE;RR;SERVIÇOS POSTAIS;R$  63,32
JOENIA WAPICHANA;REDE;RR;Total;R$  189908,82
TÚLIO GADÊLHA;PDT;PE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  72220,61
TÚLIO GADÊLHA;PDT;PE;EMISSÃO BILHETE AÉREO;R$  60832,86
TÚLIO GADÊLHA;PDT;PE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  25400
TÚLIO GADÊLHA;PDT;PE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  10246,61
TÚLIO GADÊLHA;PDT;PE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  4771,3
TÚLIO GADÊLHA;PDT;PE;PASSAGENS AÉREAS;R$  3417,9
TÚLIO GADÊLHA;PDT;PE;COMBUSTÍVEIS E LUBRIFICANTES.;R$  2894,04
TÚLIO GADÊLHA;PDT;PE;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  2364
TÚLIO GADÊLHA;PDT;PE;ASSINATURA DE PUBLICAÇÕES;R$  2170,8
TÚLIO GADÊLHA;PDT;PE;TELEFONIA;R$  2076,11
TÚLIO GADÊLHA;PDT;PE;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1249,5
TÚLIO GADÊLHA;PDT;PE;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  941,53
TÚLIO GADÊLHA;PDT;PE;SERVIÇOS POSTAIS;R$  842,17
TÚLIO GADÊLHA;PDT;PE;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  35,5
TÚLIO GADÊLHA;PDT;PE;Total;R$  189462,93
IVAN VALENTE;PSOL;SP;EMISSÃO BILHETE AÉREO;R$  87135,03
IVAN VALENTE;PSOL;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  64449,35
IVAN VALENTE;PSOL;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  18980
IVAN VALENTE;PSOL;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  6536,39
IVAN VALENTE;PSOL;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  4393,2
IVAN VALENTE;PSOL;SP;TELEFONIA;R$  4049,57
IVAN VALENTE;PSOL;SP;SERVIÇOS POSTAIS;R$  2936,32
IVAN VALENTE;PSOL;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  653,4
IVAN VALENTE;PSOL;SP;ASSINATURA DE PUBLICAÇÕES;R$  171
IVAN VALENTE;PSOL;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  79,2
IVAN VALENTE;PSOL;SP;Total;R$  189383,46
SANTINI;PTB;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  61947,86
SANTINI;PTB;RS;EMISSÃO BILHETE AÉREO;R$  54108,25
SANTINI;PTB;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  23933,76
SANTINI;PTB;RS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  20368,82
SANTINI;PTB;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  15636,53
SANTINI;PTB;RS;TELEFONIA;R$  4116,1
SANTINI;PTB;RS;PASSAGENS AÉREAS;R$  3262,76
SANTINI;PTB;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2529,4
SANTINI;PTB;RS;SERVIÇOS POSTAIS;R$  2327,35
SANTINI;PTB;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  569,21
SANTINI;PTB;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  508,9
SANTINI;PTB;RS;Total;R$  189308,94
CHARLLES EVANGELISTA;PSL;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  51280
CHARLLES EVANGELISTA;PSL;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  44672,61
CHARLLES EVANGELISTA;PSL;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  35250
CHARLLES EVANGELISTA;PSL;MG;EMISSÃO BILHETE AÉREO;R$  31650,61
CHARLLES EVANGELISTA;PSL;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  19660,02
CHARLLES EVANGELISTA;PSL;MG;TELEFONIA;R$  2876,64
CHARLLES EVANGELISTA;PSL;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1666,4
CHARLLES EVANGELISTA;PSL;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  748,59
CHARLLES EVANGELISTA;PSL;MG;SERVIÇOS POSTAIS;R$  720,91
CHARLLES EVANGELISTA;PSL;MG;ASSINATURA DE PUBLICAÇÕES;R$  492
CHARLLES EVANGELISTA;PSL;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  259,12
CHARLLES EVANGELISTA;PSL;MG;Total;R$  189276,9
FRED COSTA;PATRIOTA;MG;EMISSÃO BILHETE AÉREO;R$  48515,96
FRED COSTA;PATRIOTA;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  47303,68
FRED COSTA;PATRIOTA;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  34865
FRED COSTA;PATRIOTA;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  32000
FRED COSTA;PATRIOTA;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  14565,35
FRED COSTA;PATRIOTA;MG;TELEFONIA;R$  4799,92
FRED COSTA;PATRIOTA;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  2145
FRED COSTA;PATRIOTA;MG;PASSAGENS AÉREAS;R$  1876,64
FRED COSTA;PATRIOTA;MG;SERVIÇOS POSTAIS;R$  1708,92
FRED COSTA;PATRIOTA;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  845,18
FRED COSTA;PATRIOTA;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  410
FRED COSTA;PATRIOTA;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  132,6
FRED COSTA;PATRIOTA;MG;Total;R$  189168,25
GERVÁSIO MAIA;PSB;PB;EMISSÃO BILHETE AÉREO;R$  61311,67
GERVÁSIO MAIA;PSB;PB;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  46516,66
GERVÁSIO MAIA;PSB;PB;COMBUSTÍVEIS E LUBRIFICANTES.;R$  24171,84
GERVÁSIO MAIA;PSB;PB;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  21153,88
GERVÁSIO MAIA;PSB;PB;PASSAGENS AÉREAS;R$  17677,14
GERVÁSIO MAIA;PSB;PB;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  16050
GERVÁSIO MAIA;PSB;PB;TELEFONIA;R$  1462,56
GERVÁSIO MAIA;PSB;PB;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  300
GERVÁSIO MAIA;PSB;PB;SERVIÇOS POSTAIS;R$  115,33
GERVÁSIO MAIA;PSB;PB;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  98,1
GERVÁSIO MAIA;PSB;PB;Total;R$  188857,18
MARCELO CALERO;CIDADANIA;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  84391,06
MARCELO CALERO;CIDADANIA;RJ;EMISSÃO BILHETE AÉREO;R$  50711,4
MARCELO CALERO;CIDADANIA;RJ;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  19052,69
MARCELO CALERO;CIDADANIA;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;R$  11792,59
MARCELO CALERO;CIDADANIA;RJ;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  6264,39
MARCELO CALERO;CIDADANIA;RJ;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  2869,82
MARCELO CALERO;CIDADANIA;RJ;SERVIÇOS POSTAIS;R$  2578,59
MARCELO CALERO;CIDADANIA;RJ;PASSAGENS AÉREAS;R$  2437,25
MARCELO CALERO;CIDADANIA;RJ;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  2269,05
MARCELO CALERO;CIDADANIA;RJ;TELEFONIA;R$  2178,99
MARCELO CALERO;CIDADANIA;RJ;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  1600
MARCELO CALERO;CIDADANIA;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  936
MARCELO CALERO;CIDADANIA;RJ;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  54,66
MARCELO CALERO;CIDADANIA;RJ;Total;R$  187136,49
JULIO CESAR RIBEIRO;REPUBLICANOS;DF;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  64000
JULIO CESAR RIBEIRO;REPUBLICANOS;DF;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  54500
JULIO CESAR RIBEIRO;REPUBLICANOS;DF;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  44000
JULIO CESAR RIBEIRO;REPUBLICANOS;DF;COMBUSTÍVEIS E LUBRIFICANTES.;R$  16978,09
JULIO CESAR RIBEIRO;REPUBLICANOS;DF;TELEFONIA;R$  3121,66
JULIO CESAR RIBEIRO;REPUBLICANOS;DF;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  2363,27
JULIO CESAR RIBEIRO;REPUBLICANOS;DF;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  804,28
JULIO CESAR RIBEIRO;REPUBLICANOS;DF;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  79,76
JULIO CESAR RIBEIRO;REPUBLICANOS;DF;Total;R$  185847,06
DR. FREDERICO;PATRIOTA;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  41978,72
DR. FREDERICO;PATRIOTA;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  34300
DR. FREDERICO;PATRIOTA;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  33380
DR. FREDERICO;PATRIOTA;MG;EMISSÃO BILHETE AÉREO;R$  32329,67
DR. FREDERICO;PATRIOTA;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  25181,44
DR. FREDERICO;PATRIOTA;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  5500
DR. FREDERICO;PATRIOTA;MG;TELEFONIA;R$  4246,49
DR. FREDERICO;PATRIOTA;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  3903,34
DR. FREDERICO;PATRIOTA;MG;SERVIÇOS POSTAIS;R$  2534
DR. FREDERICO;PATRIOTA;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1515,57
DR. FREDERICO;PATRIOTA;MG;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  120
DR. FREDERICO;PATRIOTA;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  65,78
DR. FREDERICO;PATRIOTA;MG;Total;R$  185055,01
PAULO MAGALHÃES;PSD;BA;EMISSÃO BILHETE AÉREO;R$  60361,2
PAULO MAGALHÃES;PSD;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  58826
PAULO MAGALHÃES;PSD;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  25453,51
PAULO MAGALHÃES;PSD;BA;COMBUSTÍVEIS E LUBRIFICANTES.;R$  22659,18
PAULO MAGALHÃES;PSD;BA;TELEFONIA;R$  8659,82
PAULO MAGALHÃES;PSD;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  4360
PAULO MAGALHÃES;PSD;BA;SERVIÇOS POSTAIS;R$  3408,68
PAULO MAGALHÃES;PSD;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  640,94
PAULO MAGALHÃES;PSD;BA;PASSAGENS AÉREAS;R$  511,65
PAULO MAGALHÃES;PSD;BA;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  120
PAULO MAGALHÃES;PSD;BA;Total;R$  185000,98
CARLOS GOMES;REPUBLICANOS;RS;EMISSÃO BILHETE AÉREO;R$  59458,06
CARLOS GOMES;REPUBLICANOS;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  46356,23
CARLOS GOMES;REPUBLICANOS;RS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  26860,56
CARLOS GOMES;REPUBLICANOS;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  23957,2
CARLOS GOMES;REPUBLICANOS;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  10716,6
CARLOS GOMES;REPUBLICANOS;RS;TELEFONIA;R$  9027,78
CARLOS GOMES;REPUBLICANOS;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  3876,89
CARLOS GOMES;REPUBLICANOS;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  2912,12
CARLOS GOMES;REPUBLICANOS;RS;SERVIÇOS POSTAIS;R$  1591,07
CARLOS GOMES;REPUBLICANOS;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  230,12
CARLOS GOMES;REPUBLICANOS;RS;Total;R$  184986,63
ÁUREA CAROLINA;PSOL;MG;EMISSÃO BILHETE AÉREO;R$  84981,93
ÁUREA CAROLINA;PSOL;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  52955,37
ÁUREA CAROLINA;PSOL;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  17509,04
ÁUREA CAROLINA;PSOL;MG;COMBUSTÍVEIS E LUBRIFICANTES.;R$  8386,95
ÁUREA CAROLINA;PSOL;MG;PASSAGENS AÉREAS;R$  6671,02
ÁUREA CAROLINA;PSOL;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  4866,42
ÁUREA CAROLINA;PSOL;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  3401,87
ÁUREA CAROLINA;PSOL;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  2240
ÁUREA CAROLINA;PSOL;MG;SERVIÇOS POSTAIS;R$  983,91
ÁUREA CAROLINA;PSOL;MG;TELEFONIA;R$  932,26
ÁUREA CAROLINA;PSOL;MG;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;R$  675
ÁUREA CAROLINA;PSOL;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;R$  534,32
ÁUREA CAROLINA;PSOL;MG;ASSINATURA DE PUBLICAÇÕES;R$  145,5
ÁUREA CAROLINA;PSOL;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  35,4
ÁUREA CAROLINA;PSOL;MG;Total;R$  184318,99
FÁBIO TRAD;PSD;MS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  85950
FÁBIO TRAD;PSD;MS;EMISSÃO BILHETE AÉREO;R$  59243,76
FÁBIO TRAD;PSD;MS;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;R$  21000
FÁBIO TRAD;PSD;MS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  8811,92
FÁBIO TRAD;PSD;MS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  2581,05
FÁBIO TRAD;PSD;MS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  2105,62
FÁBIO TRAD;PSD;MS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  1218,5
FÁBIO TRAD;PSD;MS;SERVIÇOS POSTAIS;R$  1115,91
FÁBIO TRAD;PSD;MS;PASSAGENS AÉREAS;R$  999,39
FÁBIO TRAD;PSD;MS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  913,24
FÁBIO TRAD;PSD;MS;TELEFONIA;R$  140,82
FÁBIO TRAD;PSD;MS;Total;R$  184080,21
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;EMISSÃO BILHETE AÉREO;R$  163881,73
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;TELEFONIA;R$  9159,97
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;COMBUSTÍVEIS E LUBRIFICANTES.;R$  7500,17
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;SERVIÇOS POSTAIS;R$  2307,99
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  581,9
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  50
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;Total;R$  183481,76
ROSE MODESTO;PSDB;MS;PASSAGENS AÉREAS;R$  56571,65
ROSE MODESTO;PSDB;MS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  50940
ROSE MODESTO;PSDB;MS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  50485,77
ROSE MODESTO;PSDB;MS;COMBUSTÍVEIS E LUBRIFICANTES.;R$  10336,32
ROSE MODESTO;PSDB;MS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  9315
ROSE MODESTO;PSDB;MS;TELEFONIA;R$  3372,71
ROSE MODESTO;PSDB;MS;SERVIÇOS POSTAIS;R$  1290,39
ROSE MODESTO;PSDB;MS;ASSINATURA DE PUBLICAÇÕES;R$  500
ROSE MODESTO;PSDB;MS;Total;R$  182811,84
LAURIETE;PL;ES;EMISSÃO BILHETE AÉREO;R$  69365,2
LAURIETE;PL;ES;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;R$  47040
LAURIETE;PL;ES;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  23100
LAURIETE;PL;ES;COMBUSTÍVEIS E LUBRIFICANTES.;R$  16478,22
LAURIETE;PL;ES;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  15746,49
LAURIETE;PL;ES;TELEFONIA;R$  8318,57
LAURIETE;PL;ES;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  1155,29
LAURIETE;PL;ES;SERVIÇOS POSTAIS;R$  255,24
LAURIETE;PL;ES;Total;R$  181459,01
PEDRO CUNHA LIMA;PSDB;PB;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  105500
PEDRO CUNHA LIMA;PSDB;PB;EMISSÃO BILHETE AÉREO;R$  56839,74
PEDRO CUNHA LIMA;PSDB;PB;COMBUSTÍVEIS E LUBRIFICANTES.;R$  15053,36
PEDRO CUNHA LIMA;PSDB;PB;SERVIÇOS POSTAIS;R$  2642,81
PEDRO CUNHA LIMA;PSDB;PB;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  628,7
PEDRO CUNHA LIMA;PSDB;PB;TELEFONIA;R$  525,23
PEDRO CUNHA LIMA;PSDB;PB;Total;R$  181189,84
PEDRO LUPION;DEM;PR;EMISSÃO BILHETE AÉREO;R$  65409,82
PEDRO LUPION;DEM;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  56500
PEDRO LUPION;DEM;PR;COMBUSTÍVEIS E LUBRIFICANTES.;R$  30662,57
PEDRO LUPION;DEM;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;R$  19113,81
PEDRO LUPION;DEM;PR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;R$  5301,47
PEDRO LUPION;DEM;PR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;R$  1458,85
PEDRO LUPION;DEM;PR;TELEFONIA;R$  815,61
PEDRO LUPION;DEM;PR;SERVIÇOS POSTAIS;R$  432,69
PEDRO LUPION;DEM;PR;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;R$  96,97
PEDRO LUPION;DEM;PR;Total;R$  179791,79
AUREO RIBEIRO;SOLIDARIEDADE;RJ;EMISSÃO BILHETE AÉREO;R$  148364,39
AUREO RIBEIRO;SOLIDARIEDADE;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;R$  20000
